frame_id,target_id,class_name,x1,y1,x2,y2,bbox_height_px,depth_score,distance_m
39,387,car,645.63,482.34,690.04,511.63,29.29,0.1374,18.96
39,388,car,727.62,463.93,770.62,498.51,34.58,0.112,26.34
39,389,car,926.43,465.26,975.78,503.36,38.1,0.147,34.54
39,390,car,467.77,486.15,533.94,552.09,65.95,0.2295,27.07
39,391,car,1013.22,459.1,1076.66,529.7,70.59,0.2003,21.21
39,392,car,850.92,470.54,901.66,510.41,39.87,0.147,20.76
39,393,car,810.03,473.7,845.5,499.22,25.52,0.1257,30.23
39,394,car,972.45,462.0,1019.94,516.58,54.58,0.1727,31.86
39,395,car,770.51,467.27,801.77,487.82,20.54,0.103,41.16
39,396,car,981.48,461.56,1034.12,518.49,56.93,0.1786,32.69
39,397,car,919.71,464.93,955.28,499.12,34.19,0.1378,36.98
39,398,car,692.04,475.95,721.38,505.42,29.47,0.1237,31.16
40,399,car,1213.43,485.38,1534.94,634.39,149.0,0.4315,26.84
40,400,car,1098.29,463.02,1272.08,582.6,119.58,0.294,18.65
40,401,car,268.38,484.61,421.15,605.47,120.87,0.3135,8.54
40,402,car,5.65,484.96,278.62,651.44,166.48,0.3985,8.31
40,403,car,1046.96,470.88,1118.52,555.48,84.6,0.2234,9.68
40,404,car,809.81,487.87,842.3,510.72,22.85,0.1066,23.67
40,405,car,933.57,478.8,982.64,518.76,39.96,0.1344,31.18
40,406,car,852.93,480.11,902.63,523.19,43.08,0.1294,35.7
40,407,car,1011.69,472.35,1066.4,539.36,67.01,0.1931,24.34
40,408,car,635.91,489.25,694.99,523.64,34.39,0.1307,25.92
40,409,car,1015.58,471.09,1106.18,544.18,73.09,0.2034,22.13
40,410,car,632.3,491.01,682.09,524.7,33.69,0.1351,27.92
40,411,car,730.46,475.2,775.49,514.58,39.37,0.1069,26.56
40,412,car,940.81,479.36,992.72,520.21,40.85,0.1414,30.81
40,413,car,406.64,498.47,492.85,572.28,73.81,0.2647,24.39
40,414,car,481.97,513.04,528.04,550.77,37.74,0.2383,24.47
40,415,car,420.79,497.17,511.47,563.67,66.5,0.2551,20.66
40,416,car,690.23,486.6,718.9,517.32,30.72,0.114,28.25
40,417,car,990.4,473.57,1034.99,531.06,57.48,0.1788,24.93
40,418,car,648.51,488.01,712.96,522.6,34.59,0.1253,30.5
